soil_type,ph,nitrogen_n,phosphorus_p,potassium_k,ec,moisture,soil_temperature,ph_class,n_class,p_class,k_class,ec_class,moisture_class,overall_health
alluvial,7.33,194.4,12.4,166.2,726,35.5,38.9,neutral,very_high,very_low,very_high,normal,dry,fair
black_cotton,6.94,90.8,41.8,166.3,1182,8.2,17.0,neutral,medium,low,very_high,high_salinity,very_dry,fair
alluvial,7.9,118.3,35.5,166.7,935,27.7,11.1,slightly_alkaline,medium,low,very_high,high_salinity,dry,fair
sandy,8.6,221.8,99.9,29.1,1404,16.5,19.0,strongly_alkaline,very_high,high,very_low,high_salinity,very_dry,poor
laterite,6.06,221.8,28.5,153.8,1404,27.5,40.2,slightly_acidic,very_high,very_low,high,high_salinity,dry,fair
red,4.64,226.3,115.9,204.8,1621,59.0,31.1,strongly_acidic,very_high,very_high,very_high,very_high_salinity,optimal,poor
laterite,7.79,160.6,30.6,118.7,955,40.7,14.5,slightly_alkaline,high,low,high,high_salinity,optimal,good
laterite,7.77,104.4,136.8,209.6,149,26.8,42.0,slightly_alkaline,medium,very_high,very_high,very_low,dry,fair
alluvial,8.8,24.5,82.3,206.4,1556,51.5,19.7,strongly_alkaline,very_low,high,very_high,very_high_salinity,optimal,poor
sandy,4.94,274.5,109.8,182.5,2353,12.1,25.9,strongly_acidic,very_high,high,very_high,very_high_salinity,very_dry,poor
laterite,7.7,107.6,81.8,26.1,1458,56.0,18.4,slightly_alkaline,medium,high,very_low,high_salinity,optimal,fair
black_cotton,5.21,136.6,130.5,198.9,2473,66.3,27.6,strongly_acidic,high,very_high,very_high,very_high_salinity,moist,poor
alluvial,8.64,37.4,116.1,136.9,1392,71.0,34.0,strongly_alkaline,very_low,very_high,high,high_salinity,moist,poor
laterite,5.67,55.1,16.6,123.3,1688,69.3,23.7,slightly_acidic,low,very_low,high,very_high_salinity,moist,poor
black_cotton,8.19,284.7,24.5,91.8,2201,10.1,38.1,slightly_alkaline,very_high,very_low,medium,very_high_salinity,very_dry,poor
sandy,7.6,157.4,129.5,69.5,2483,52.5,13.1,slightly_alkaline,high,very_high,low,very_high_salinity,optimal,fair
black_cotton,5.7,249.8,131.2,109.3,1902,63.4,26.6,slightly_acidic,very_high,very_high,medium,very_high_salinity,moist,fair
laterite,6.31,84.1,130.1,155.0,1211,84.2,13.7,slightly_acidic,medium,very_high,high,high_salinity,waterlogged,fair
alluvial,6.25,8.8,129.4,108.9,1612,54.5,18.7,slightly_acidic,very_low,very_high,medium,very_high_salinity,optimal,poor
sandy,8.11,265.5,18.6,202.6,1887,19.9,38.6,slightly_alkaline,very_high,very_low,very_high,very_high_salinity,very_dry,poor
alluvial,4.9,205.5,26.8,207.5,1037,12.5,35.3,strongly_acidic,very_high,very_low,very_high,high_salinity,very_dry,poor
black_cotton,5.13,121.2,14.9,116.4,1951,75.8,27.9,strongly_acidic,high,very_low,high,very_high_salinity,moist,poor
red,6.7,271.8,119.0,120.5,860,85.9,35.8,neutral,very_high,very_high,high,high_salinity,waterlogged,good
laterite,7.44,240.6,43.9,103.8,496,88.6,23.8,neutral,very_high,low,medium,normal,waterlogged,good
sandy,7.46,71.5,6.4,80.2,2132,7.3,39.4,neutral,low,very_low,medium,very_high_salinity,very_dry,poor
laterite,8.23,218.7,21.6,50.1,342,49.9,17.1,slightly_alkaline,very_high,very_low,low,low,optimal,poor
red,7.71,259.3,58.5,92.5,1781,65.4,33.1,slightly_alkaline,very_high,medium,medium,very_high_salinity,moist,fair
laterite,5.74,105.6,59.7,107.4,1715,5.6,35.6,slightly_acidic,medium,medium,medium,very_high_salinity,very_dry,fair
sandy,5.07,134.7,136.7,17.7,1985,67.3,18.8,strongly_acidic,high,very_high,very_low,very_high_salinity,moist,poor
black_cotton,5.91,141.1,44.6,64.3,845,14.4,18.0,slightly_acidic,high,low,low,high_salinity,very_dry,fair
black_cotton,8.45,251.7,15.4,194.4,2100,78.9,23.1,slightly_alkaline,very_high,very_low,very_high,very_high_salinity,moist,poor
laterite,8.43,223.6,97.0,17.5,1974,31.0,16.1,slightly_alkaline,very_high,high,very_low,very_high_salinity,dry,fair
alluvial,5.2,174.1,93.5,57.4,1389,38.8,39.8,strongly_acidic,high,high,low,high_salinity,dry,fair
red,5.87,78.4,124.5,108.0,763,5.3,41.7,slightly_acidic,low,very_high,medium,normal,very_dry,fair
red,7.5,22.3,46.3,211.1,1340,29.7,15.0,slightly_alkaline,very_low,low,very_high,high_salinity,dry,poor
black_cotton,4.7,230.1,34.4,92.4,351,25.4,36.3,strongly_acidic,very_high,low,medium,low,dry,poor
black_cotton,6.86,37.3,91.0,15.4,999,69.5,37.3,neutral,very_low,high,very_low,high_salinity,moist,fair
alluvial,7.7,139.1,53.2,127.8,1875,44.7,16.2,slightly_alkaline,high,low,high,very_high_salinity,optimal,fair
red,7.15,134.9,126.4,81.1,865,91.5,34.7,neutral,high,very_high,medium,high_salinity,waterlogged,good
laterite,5.68,205.6,77.6,83.9,713,28.9,35.2,slightly_acidic,very_high,medium,medium,normal,dry,good
sandy,6.78,270.6,76.6,92.6,145,56.0,12.7,neutral,very_high,medium,medium,very_low,optimal,good
red,6.45,220.5,68.1,207.4,1587,6.0,25.3,slightly_acidic,very_high,medium,very_high,very_high_salinity,very_dry,fair
laterite,6.52,258.4,12.0,120.7,1923,28.1,36.9,neutral,very_high,very_low,high,very_high_salinity,dry,fair
alluvial,5.45,74.1,116.4,185.9,1839,51.1,40.2,strongly_acidic,low,very_high,very_high,very_high_salinity,optimal,poor
red,8.59,263.2,65.4,197.7,2438,23.3,12.5,strongly_alkaline,very_high,medium,very_high,very_high_salinity,dry,poor
sandy,5.98,256.1,43.9,82.4,615,67.1,18.7,slightly_acidic,very_high,low,medium,normal,moist,fair
sandy,6.31,52.6,47.3,62.4,929,22.9,33.8,slightly_acidic,low,low,low,high_salinity,dry,poor
red,5.57,283.3,61.6,160.4,401,18.6,36.7,slightly_acidic,very_high,medium,very_high,normal,very_dry,good
sandy,8.22,57.1,67.8,110.7,275,74.2,34.2,slightly_alkaline,low,medium,high,low,moist,good
red,7.99,101.5,15.7,182.0,1066,28.6,15.9,slightly_alkaline,medium,very_low,very_high,high_salinity,dry,fair
sandy,6.08,99.9,28.0,176.4,1235,11.8,27.5,slightly_acidic,medium,very_low,very_high,high_salinity,very_dry,poor
red,6.73,171.0,108.6,195.3,2381,13.3,17.2,neutral,high,high,very_high,very_high_salinity,very_dry,good
black_cotton,8.96,104.7,74.2,55.7,1964,47.1,39.5,strongly_alkaline,medium,medium,low,very_high_salinity,optimal,poor
red,6.81,132.0,84.4,113.9,1700,69.4,11.4,neutral,high,high,high,very_high_salinity,moist,good
laterite,4.7,167.4,22.7,204.1,2334,71.0,24.6,strongly_acidic,high,very_low,very_high,very_high_salinity,moist,poor
laterite,8.06,27.3,138.0,215.6,209,77.9,16.3,slightly_alkaline,very_low,very_high,very_high,low,moist,fair
alluvial,4.89,249.1,46.9,207.7,1043,53.2,24.9,strongly_acidic,very_high,low,very_high,high_salinity,optimal,poor
laterite,5.02,283.1,11.9,60.3,1756,64.5,27.1,strongly_acidic,very_high,very_low,low,very_high_salinity,moist,very_poor
red,6.09,193.3,56.1,211.6,1849,70.1,17.6,slightly_acidic,very_high,medium,very_high,very_high_salinity,moist,fair
alluvial,6.56,12.1,119.3,207.9,273,30.7,27.1,neutral,very_low,very_high,very_high,low,dry,fair
black_cotton,6.41,73.5,90.0,197.9,1122,76.7,21.8,slightly_acidic,low,high,very_high,high_salinity,moist,fair
sandy,6.79,271.1,137.8,32.1,1686,91.2,18.0,neutral,very_high,very_high,very_low,very_high_salinity,waterlogged,poor
alluvial,7.32,126.8,10.7,97.2,666,88.4,41.7,neutral,high,very_low,medium,normal,waterlogged,good
sandy,8.03,263.6,53.9,158.5,252,34.9,35.8,slightly_alkaline,very_high,low,high,low,dry,fair
red,5.77,209.3,91.3,84.1,1475,14.9,16.3,slightly_acidic,very_high,high,medium,high_salinity,very_dry,fair
black_cotton,5.34,174.5,77.6,151.8,1047,82.6,17.2,strongly_acidic,high,medium,high,high_salinity,waterlogged,fair
laterite,4.52,299.6,78.1,177.6,744,17.4,17.6,strongly_acidic,very_high,medium,very_high,normal,very_dry,fair
alluvial,7.59,120.7,109.9,202.9,998,30.7,22.8,slightly_alkaline,high,high,very_high,high_salinity,dry,good
black_cotton,5.5,37.5,14.2,144.1,394,40.6,24.2,slightly_acidic,very_low,very_low,high,low,optimal,poor
laterite,7.03,43.8,104.7,128.7,2458,67.3,30.2,neutral,low,high,high,very_high_salinity,moist,good
sandy,4.79,113.2,98.7,30.1,520,33.5,31.4,strongly_acidic,medium,high,very_low,normal,dry,fair
laterite,4.96,264.5,92.3,48.8,1399,28.3,41.2,strongly_acidic,very_high,high,low,high_salinity,dry,poor
laterite,6.38,71.6,75.1,101.4,97,83.6,40.2,slightly_acidic,low,medium,medium,very_low,waterlogged,fair
red,7.99,196.1,9.1,138.7,698,39.2,26.8,slightly_alkaline,very_high,very_low,high,normal,dry,good
sandy,6.6,216.5,17.5,37.5,1234,86.6,41.7,neutral,very_high,very_low,very_low,high_salinity,waterlogged,poor
laterite,5.67,164.1,101.9,32.2,2475,61.5,27.8,slightly_acidic,high,high,very_low,very_high_salinity,moist,fair
black_cotton,8.05,48.5,98.1,115.0,453,25.1,15.9,slightly_alkaline,low,high,high,normal,dry,good
black_cotton,5.51,214.8,59.6,101.8,2156,94.7,16.8,slightly_acidic,very_high,medium,medium,very_high_salinity,waterlogged,fair
sandy,5.06,83.5,107.4,76.1,1135,22.3,28.4,strongly_acidic,medium,high,medium,high_salinity,dry,fair
laterite,4.89,111.1,95.1,15.0,466,57.0,40.1,strongly_acidic,medium,high,very_low,normal,optimal,fair
black_cotton,5.72,169.4,79.7,57.6,1905,43.9,27.2,slightly_acidic,high,medium,low,very_high_salinity,optimal,fair
laterite,7.35,61.6,93.6,142.0,961,26.9,41.6,neutral,low,high,high,high_salinity,dry,good
red,5.13,101.0,5.8,103.6,1072,60.3,37.3,strongly_acidic,medium,very_low,medium,high_salinity,moist,poor
laterite,6.96,84.6,108.7,120.5,81,68.3,38.2,neutral,medium,high,high,very_low,moist,good
black_cotton,5.67,277.3,57.7,136.3,375,75.9,31.0,slightly_acidic,very_high,medium,high,low,moist,good
laterite,5.16,165.6,8.0,219.4,1334,32.2,29.6,strongly_acidic,high,very_low,very_high,high_salinity,dry,poor
laterite,8.54,268.0,113.9,12.2,1546,19.1,14.6,strongly_alkaline,very_high,very_high,very_low,very_high_salinity,very_dry,poor
red,4.67,42.1,113.8,57.3,2136,73.6,39.8,strongly_acidic,low,very_high,low,very_high_salinity,moist,very_poor
sandy,6.61,260.2,25.7,211.1,299,10.9,11.7,neutral,very_high,very_low,very_high,low,very_dry,fair
sandy,8.15,115.7,51.9,114.7,1316,94.4,28.4,slightly_alkaline,medium,low,high,high_salinity,waterlogged,fair
alluvial,7.55,95.0,107.3,156.7,107,55.5,34.7,slightly_alkaline,medium,high,high,very_low,optimal,good
black_cotton,5.82,89.4,38.1,49.8,2447,30.0,23.9,slightly_acidic,medium,low,low,very_high_salinity,dry,poor
laterite,7.57,65.6,57.8,69.8,1696,37.3,33.1,slightly_alkaline,low,medium,low,very_high_salinity,dry,poor
alluvial,7.99,113.6,62.2,126.0,1603,34.8,10.9,slightly_alkaline,medium,medium,high,very_high_salinity,dry,good
sandy,7.55,142.7,60.3,5.4,1511,53.0,11.1,slightly_alkaline,high,medium,very_low,very_high_salinity,optimal,fair
red,5.92,212.9,26.3,104.1,1377,94.5,10.7,slightly_acidic,very_high,very_low,medium,high_salinity,waterlogged,poor
alluvial,7.24,250.8,137.8,219.6,2290,12.4,21.7,neutral,very_high,very_high,very_high,very_high_salinity,very_dry,fair
black_cotton,7.72,105.6,53.5,56.4,1318,62.9,34.1,slightly_alkaline,medium,low,low,high_salinity,moist,fair
black_cotton,8.58,154.5,139.3,217.8,96,67.0,12.8,strongly_alkaline,high,very_high,very_high,very_low,moist,fair
red,8.34,159.4,31.2,41.6,1181,30.1,32.2,slightly_alkaline,high,low,low,high_salinity,dry,fair
laterite,5.74,283.6,113.6,70.7,2078,27.6,31.9,slightly_acidic,very_high,very_high,medium,very_high_salinity,dry,fair
black_cotton,8.5,181.0,94.1,197.3,323,82.7,27.8,strongly_alkaline,very_high,high,very_high,low,waterlogged,fair
alluvial,8.29,12.6,80.6,213.7,1564,90.7,34.7,slightly_alkaline,very_low,high,very_high,very_high_salinity,waterlogged,fair
alluvial,5.36,254.2,121.3,93.4,2027,71.6,38.3,strongly_acidic,very_high,very_high,medium,very_high_salinity,moist,poor
black_cotton,8.27,229.8,6.2,36.8,1133,50.7,26.7,slightly_alkaline,very_high,very_low,very_low,high_salinity,optimal,poor
black_cotton,8.03,81.2,26.1,151.4,1847,48.7,39.9,slightly_alkaline,medium,very_low,high,very_high_salinity,optimal,fair
black_cotton,8.05,282.7,29.4,136.7,2472,36.0,36.5,slightly_alkaline,very_high,very_low,high,very_high_salinity,dry,fair
sandy,6.35,14.5,91.0,138.5,1714,79.1,18.0,slightly_acidic,very_low,high,high,very_high_salinity,moist,fair
alluvial,8.65,127.4,101.5,142.4,1455,53.1,36.6,strongly_alkaline,high,high,high,high_salinity,optimal,good
alluvial,8.78,111.3,110.8,113.0,740,72.0,16.5,strongly_alkaline,medium,very_high,high,normal,moist,good
black_cotton,6.89,71.9,30.5,64.5,1320,50.5,19.2,neutral,low,low,low,high_salinity,optimal,poor
sandy,8.51,86.8,14.2,112.6,306,38.6,26.7,strongly_alkaline,medium,very_low,high,low,dry,fair
red,5.73,195.9,130.7,143.8,2269,24.5,11.9,slightly_acidic,very_high,very_high,high,very_high_salinity,dry,fair
alluvial,6.69,65.2,116.1,32.3,501,88.7,24.3,neutral,low,very_high,very_low,normal,waterlogged,fair
laterite,7.54,78.7,80.7,72.7,1708,66.2,39.8,slightly_alkaline,low,high,medium,very_high_salinity,moist,fair
sandy,8.28,295.2,9.8,25.8,1485,11.8,29.5,slightly_alkaline,very_high,very_low,very_low,high_salinity,very_dry,poor
laterite,4.8,122.0,15.7,111.5,2404,80.8,11.7,strongly_acidic,high,very_low,high,very_high_salinity,waterlogged,poor
alluvial,8.04,285.2,103.7,116.0,138,47.0,20.6,slightly_alkaline,very_high,high,high,very_low,optimal,good
black_cotton,7.62,256.1,133.1,108.1,2094,25.5,18.4,slightly_alkaline,very_high,very_high,medium,very_high_salinity,dry,fair
black_cotton,4.93,186.9,122.0,216.7,704,73.5,38.7,strongly_acidic,very_high,very_high,very_high,normal,moist,fair
alluvial,5.85,60.8,14.4,213.7,338,45.0,11.7,slightly_acidic,low,very_low,very_high,low,optimal,poor
laterite,5.95,162.8,99.2,168.1,1467,89.6,15.8,slightly_acidic,high,high,very_high,high_salinity,waterlogged,good
laterite,8.21,94.8,63.3,24.5,213,70.5,39.5,slightly_alkaline,medium,medium,very_low,low,moist,fair
black_cotton,7.09,115.3,31.0,47.8,2434,87.3,21.7,neutral,medium,low,low,very_high_salinity,waterlogged,fair
black_cotton,5.38,285.1,26.6,171.8,1795,34.9,34.7,strongly_acidic,very_high,very_low,very_high,very_high_salinity,dry,very_poor
alluvial,5.35,197.3,39.9,99.4,2302,39.9,16.2,strongly_acidic,very_high,low,medium,very_high_salinity,dry,poor
laterite,5.75,231.7,18.1,205.6,1008,48.7,31.5,slightly_acidic,very_high,very_low,very_high,high_salinity,optimal,poor
sandy,8.55,229.6,91.2,92.8,1756,82.7,29.9,strongly_alkaline,very_high,high,medium,very_high_salinity,waterlogged,fair
black_cotton,5.16,184.0,87.1,115.4,1290,50.6,35.2,strongly_acidic,very_high,high,high,high_salinity,optimal,fair
red,7.59,296.6,73.5,201.4,683,34.3,21.8,slightly_alkaline,very_high,medium,very_high,normal,dry,good
black_cotton,6.87,66.2,115.5,78.1,881,35.0,30.5,neutral,low,very_high,medium,high_salinity,dry,fair
sandy,8.69,127.5,19.9,193.3,845,26.3,26.4,strongly_alkaline,high,very_low,very_high,high_salinity,dry,poor
sandy,5.49,7.0,57.3,167.6,972,60.4,26.7,strongly_acidic,very_low,medium,very_high,high_salinity,moist,poor
alluvial,8.27,43.3,89.0,26.0,2295,58.0,28.2,slightly_alkaline,low,high,very_low,very_high_salinity,optimal,poor
sandy,5.77,297.9,42.2,197.7,1551,44.1,20.9,slightly_acidic,very_high,low,very_high,very_high_salinity,optimal,poor
laterite,6.43,149.0,91.5,121.5,2266,31.6,11.3,slightly_acidic,high,high,high,very_high_salinity,dry,good
red,5.37,132.8,38.3,104.6,413,29.0,10.9,strongly_acidic,high,low,medium,normal,dry,fair
alluvial,8.57,31.6,62.5,108.4,2407,30.0,38.2,strongly_alkaline,very_low,medium,medium,very_high_salinity,dry,poor
laterite,7.41,45.0,139.5,50.6,1907,14.4,38.0,neutral,low,very_high,low,very_high_salinity,very_dry,poor
black_cotton,8.93,176.8,112.1,111.1,850,68.5,35.8,strongly_alkaline,high,very_high,high,high_salinity,moist,fair
alluvial,5.38,187.8,11.5,138.4,990,48.5,35.5,strongly_acidic,very_high,very_low,high,high_salinity,optimal,poor
black_cotton,5.14,109.7,49.6,191.8,1196,71.5,11.7,strongly_acidic,medium,low,very_high,high_salinity,moist,poor
red,5.68,114.1,59.4,59.9,1768,38.0,29.0,slightly_acidic,medium,medium,low,very_high_salinity,dry,fair
alluvial,8.38,203.6,54.4,34.7,509,9.8,36.7,slightly_alkaline,very_high,low,very_low,normal,very_dry,fair
red,7.1,246.6,67.9,186.6,1168,17.7,11.9,neutral,very_high,medium,very_high,high_salinity,very_dry,fair
laterite,8.54,194.7,75.9,210.2,1942,77.6,26.1,strongly_alkaline,very_high,medium,very_high,very_high_salinity,moist,poor
alluvial,5.76,158.7,123.3,109.3,331,21.9,28.9,slightly_acidic,high,very_high,medium,low,dry,good
laterite,6.11,76.9,36.0,112.4,1907,94.3,20.5,slightly_acidic,low,low,high,very_high_salinity,waterlogged,poor
red,5.58,180.4,75.4,71.9,603,11.3,11.8,slightly_acidic,very_high,medium,medium,normal,very_dry,good
laterite,8.51,275.7,61.6,18.2,1009,39.7,23.6,strongly_alkaline,very_high,medium,very_low,high_salinity,dry,poor
red,7.51,43.2,85.0,175.2,2345,51.4,32.1,slightly_alkaline,low,high,very_high,very_high_salinity,optimal,fair
laterite,4.81,58.9,8.1,130.1,2231,94.1,30.0,strongly_acidic,low,very_low,high,very_high_salinity,waterlogged,poor
black_cotton,6.37,186.4,63.2,190.9,892,7.3,30.3,slightly_acidic,very_high,medium,very_high,high_salinity,very_dry,fair
black_cotton,7.61,58.9,41.8,108.1,1830,46.1,11.0,slightly_alkaline,low,low,medium,very_high_salinity,optimal,poor
laterite,7.67,153.1,116.3,94.5,1494,10.6,31.0,slightly_alkaline,high,very_high,medium,high_salinity,very_dry,good
sandy,5.89,184.6,98.7,202.8,633,28.5,36.8,slightly_acidic,very_high,high,very_high,normal,dry,good
red,6.51,30.9,47.9,173.8,2153,36.4,32.6,neutral,very_low,low,very_high,very_high_salinity,dry,poor
black_cotton,5.79,213.3,28.5,157.6,1846,51.9,13.3,slightly_acidic,very_high,very_low,high,very_high_salinity,optimal,poor
laterite,7.93,60.0,25.3,22.9,655,43.7,11.2,slightly_alkaline,low,very_low,very_low,normal,optimal,poor
red,5.7,261.8,60.4,10.9,954,74.6,18.9,slightly_acidic,very_high,medium,very_low,high_salinity,moist,poor
alluvial,8.98,266.7,37.4,151.9,729,6.4,22.1,strongly_alkaline,very_high,low,high,normal,very_dry,fair
sandy,7.07,143.1,38.8,214.9,1074,7.3,27.6,neutral,high,low,very_high,high_salinity,very_dry,fair
black_cotton,4.68,227.3,79.1,212.1,2418,88.1,23.7,strongly_acidic,very_high,medium,very_high,very_high_salinity,waterlogged,poor
red,6.52,86.0,35.6,101.2,287,74.1,33.3,neutral,medium,low,medium,low,moist,good
laterite,8.17,166.0,78.5,113.5,1379,16.0,15.6,slightly_alkaline,high,medium,high,high_salinity,very_dry,good
alluvial,7.58,11.1,49.5,190.6,999,52.4,37.6,slightly_alkaline,very_low,low,very_high,high_salinity,optimal,poor
laterite,5.62,206.1,10.9,55.6,1460,45.9,27.9,slightly_acidic,very_high,very_low,low,high_salinity,optimal,poor
black_cotton,8.87,24.1,115.1,94.6,523,85.2,17.2,strongly_alkaline,very_low,very_high,medium,normal,waterlogged,fair
red,6.08,239.5,125.8,88.2,2077,21.5,13.5,slightly_acidic,very_high,very_high,medium,very_high_salinity,dry,fair
laterite,6.62,36.3,99.7,5.0,1066,87.0,18.6,neutral,very_low,high,very_low,high_salinity,waterlogged,fair
red,7.54,258.2,89.0,169.7,2267,6.4,24.4,slightly_alkaline,very_high,high,very_high,very_high_salinity,very_dry,fair
black_cotton,7.79,78.2,80.8,74.0,471,58.9,17.2,slightly_alkaline,low,high,medium,normal,optimal,good
black_cotton,7.58,268.6,64.9,60.7,1151,65.7,27.3,slightly_alkaline,very_high,medium,low,high_salinity,moist,fair
sandy,8.74,137.7,10.7,145.9,1941,70.9,25.1,strongly_alkaline,high,very_low,high,very_high_salinity,moist,fair
black_cotton,8.23,28.9,76.7,9.8,1768,65.0,26.9,slightly_alkaline,very_low,medium,very_low,very_high_salinity,moist,poor
alluvial,5.31,204.6,81.4,10.1,438,9.3,29.2,strongly_acidic,very_high,high,very_low,normal,very_dry,fair
sandy,7.58,252.2,132.4,87.1,1603,83.0,24.9,slightly_alkaline,very_high,very_high,medium,very_high_salinity,waterlogged,fair
black_cotton,4.98,182.3,54.9,78.2,2145,91.5,38.2,strongly_acidic,very_high,low,medium,very_high_salinity,waterlogged,poor
black_cotton,5.55,128.6,66.2,200.4,2177,50.0,27.1,slightly_acidic,high,medium,very_high,very_high_salinity,optimal,fair
sandy,5.42,278.4,130.9,171.8,1573,47.0,17.0,strongly_acidic,very_high,very_high,very_high,very_high_salinity,optimal,poor
red,7.22,42.1,36.1,180.8,103,77.8,31.4,neutral,low,low,very_high,very_low,moist,fair
alluvial,5.02,232.3,63.8,10.9,1799,93.6,14.3,strongly_acidic,very_high,medium,very_low,very_high_salinity,waterlogged,poor
laterite,7.78,144.8,138.6,44.5,1530,67.9,22.4,slightly_alkaline,high,very_high,low,very_high_salinity,moist,fair
black_cotton,8.96,196.8,89.9,170.9,1503,32.1,10.8,strongly_alkaline,very_high,high,very_high,very_high_salinity,dry,fair
red,5.69,216.5,73.9,46.9,1980,71.4,37.9,slightly_acidic,very_high,medium,low,very_high_salinity,moist,poor
laterite,4.52,114.3,96.5,73.1,270,24.6,16.4,strongly_acidic,medium,high,medium,low,dry,fair
sandy,7.38,191.9,18.8,121.9,889,83.4,23.0,neutral,very_high,very_low,high,high_salinity,waterlogged,fair
red,6.28,101.7,125.6,87.6,2277,93.0,40.7,slightly_acidic,medium,very_high,medium,very_high_salinity,waterlogged,fair
