crop,growth_stage,soil_type,nitrogen_n,phosphorus_p,potassium_k,n_status,p_status,k_status,moisture,soil_temperature,land_area_acres,fertilizer_name,dose_kg_per_acre,total_dose_kg,application_timing,notes
jowar_kharif,flowering,alluvial,171.9,112.0,89.2,high,high,medium,29.1,34.0,2.3,Urea,9.0,20.7,Apply at flower bud initiation; avoid leaf contact,Second top dress
groundnut,flowering,sandy,73.1,41.5,35.0,medium,low,low,49.8,17.7,2.2,Gypsum,25.0,55.0,Apply at flower bud initiation; avoid leaf contact,Peg development
chickpea,flowering,sandy,48.0,83.6,42.7,medium,high,low,44.5,22.6,1.5,MOP,10.0,15.0,Apply at flower bud initiation; avoid leaf contact,Foliar K for pod fill
chickpea,pre_sowing,alluvial,157.4,43.8,70.7,high,low,medium,21.1,31.5,3.9,SSP + MOP,24.0,93.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N; P and K basal
tomato,flowering,black_cotton,88.5,36.9,162.4,medium,low,high,27.9,27.9,8.4,19:19:19 NPK,7.5,63.0,Apply at flower bud initiation; avoid leaf contact,Balanced NPK at fruit set
linseed,pre_sowing,laterite,170.8,40.3,132.9,high,low,high,39.2,16.4,5.1,DAP + MOP,12.0,61.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
chilli,vegetative,laterite,95.5,43.9,103.5,high,low,high,76.3,20.8,8.6,Urea,10.8,92.9,Top dress at 20-30 DAS; broadcast and irrigate,Plant establishment
orange,grain_fill,sandy,152.2,97.6,105.7,high,high,high,29.3,20.3,9.6,MOP + Micronutrient,10.0,96.0,Foliar spray or side dress during grain/fruit development,Fruit color + quality
turmeric,grain_fill,laterite,266.9,50.9,53.4,high,medium,medium,45.6,30.8,1.8,MOP,20.0,36.0,Foliar spray or side dress during grain/fruit development,Curcumin synthesis
jowar_kharif,flowering,sandy,76.4,24.0,145.5,medium,low,high,48.3,34.2,7.8,Urea,15.0,117.0,Apply at flower bud initiation; avoid leaf contact,Second top dress
rice,germination,alluvial,249.4,116.6,112.5,high,high,high,76.6,14.2,1.8,Urea,10.8,19.4,Apply at sowing time or within first 7 DAS,7-10 DAS
watermelon,pre_sowing,red,216.3,35.7,163.9,high,low,high,20.2,30.6,2.6,DAP + MOP,18.0,46.8,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
onion,vegetative,black_cotton,249.1,103.3,192.2,high,high,high,45.2,21.2,1.9,Urea,12.0,22.8,Top dress at 20-30 DAS; broadcast and irrigate,Leaf development
safflower,vegetative,laterite,36.6,62.9,192.5,low,medium,high,58.7,14.6,1.8,Urea,19.5,35.1,Top dress at 20-30 DAS; broadcast and irrigate,Rosette stage
pomegranate,grain_fill,laterite,38.2,51.0,64.3,low,medium,medium,78.6,22.8,8.3,MOP + Calcium,25.0,207.5,Foliar spray or side dress during grain/fruit development,Fruit development
wheat,flowering,sandy,47.2,75.4,143.0,medium,medium,high,41.2,33.0,6.1,Urea,10.0,61.0,Apply at flower bud initiation; avoid leaf contact,Grain initiation
urad,flowering,alluvial,202.6,105.2,51.3,high,high,medium,29.9,18.4,4.8,MOP,8.0,38.4,Apply at flower bud initiation; avoid leaf contact,Pod development
sunflower_rabi,pre_sowing,sandy,58.5,101.0,158.0,medium,high,high,60.5,13.3,1.8,DAP + MOP,9.0,16.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
tur_arhar,germination,red,107.9,28.6,46.3,high,low,low,78.6,35.7,7.2,Rhizobium Biofert,5.0,36.0,Apply at sowing time or within first 7 DAS,Seed treatment
soybean,vegetative,red,112.2,69.2,121.4,high,medium,high,49.0,24.7,1.8,Urea,7.2,13.0,Top dress at 20-30 DAS; broadcast and irrigate,Top dress if N deficiency observed
wheat,pre_sowing,red,195.4,75.1,112.5,high,medium,high,66.4,37.6,4.7,DAP + MOP,17.5,82.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
tur_arhar,flowering,laterite,205.5,54.6,196.3,high,medium,high,33.3,22.3,5.0,MOP,5.0,25.0,Apply at flower bud initiation; avoid leaf contact,Pod setting
grapes,flowering,sandy,189.9,115.6,67.5,high,high,medium,50.7,24.4,8.5,13:00:45 NPK,9.0,76.5,Apply at flower bud initiation; avoid leaf contact,Berry set
watermelon,pre_sowing,alluvial,145.5,90.1,170.7,high,high,high,38.0,34.8,3.7,DAP + MOP,9.0,33.3,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
rabi_maize,vegetative,laterite,197.7,90.8,111.9,high,high,high,39.6,17.0,2.1,Urea,15.0,31.5,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
sugarcane,germination,black_cotton,57.0,92.4,176.5,medium,high,high,51.7,18.8,8.7,Urea,25.0,217.5,Apply at sowing time or within first 7 DAS,Germination boost
rabi_maize,pre_sowing,alluvial,23.7,78.9,59.8,low,medium,medium,70.2,17.1,4.4,DAP + MOP,35.0,154.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif maize
wheat,germination,laterite,208.3,33.8,97.9,high,low,medium,54.8,35.6,6.1,Urea,12.0,73.2,Apply at sowing time or within first 7 DAS,CRI stage
cucumber,vegetative,laterite,163.3,67.7,44.5,high,medium,low,78.1,17.0,1.4,Urea,9.0,12.6,Top dress at 20-30 DAS; broadcast and irrigate,Growth boost
chilli,vegetative,laterite,101.3,97.0,96.7,high,high,medium,77.3,35.8,1.4,Urea,10.8,15.1,Top dress at 20-30 DAS; broadcast and irrigate,Plant establishment
rabi_maize,vegetative,alluvial,183.3,106.9,32.3,high,high,low,28.6,15.1,7.6,Urea,15.0,114.0,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
rice,vegetative,red,33.9,48.0,173.7,low,medium,high,48.4,12.0,5.9,Urea,28.6,168.7,Top dress at 20-30 DAS; broadcast and irrigate,25-30 DAS tillering
sunflower_kharif,vegetative,black_cotton,60.0,32.9,144.5,medium,low,high,79.0,17.0,3.9,Urea,18.0,70.2,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
moong_kharif,germination,black_cotton,16.5,63.6,79.1,low,medium,medium,62.9,29.3,9.0,Rhizobium Biofert,5.0,45.0,Apply at sowing time or within first 7 DAS,Seed treatment
banana,flowering,red,244.6,107.2,98.4,high,high,medium,22.7,34.8,4.9,Urea + MOP,27.0,132.3,Apply at flower bud initiation; avoid leaf contact,Bunch initiation
grapes,flowering,red,179.9,82.7,33.0,high,high,low,45.4,14.1,9.5,13:00:45 NPK,11.2,106.4,Apply at flower bud initiation; avoid leaf contact,Berry set
sugarcane,vegetative,black_cotton,76.8,84.2,136.6,medium,high,high,68.4,20.6,2.1,Urea + MOP,25.0,52.5,Top dress at 20-30 DAS; broadcast and irrigate,Grand growth period
groundnut,pre_sowing,sandy,45.9,69.0,30.4,medium,medium,low,35.3,18.9,8.6,SSP + Gypsum,30.0,258.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Ca from gypsum for pod fill
cotton,vegetative,red,33.7,43.9,53.0,low,low,medium,78.9,20.3,8.9,Urea + MOP,45.5,404.9,Top dress at 20-30 DAS; broadcast and irrigate,Square formation
grapes,flowering,alluvial,73.2,90.9,167.5,medium,high,high,41.3,34.2,2.9,13:00:45 NPK,7.5,21.8,Apply at flower bud initiation; avoid leaf contact,Berry set
rabi_maize,flowering,red,254.5,85.7,70.5,high,high,medium,54.7,26.8,7.9,Urea,10.8,85.3,Apply at flower bud initiation; avoid leaf contact,Booster
maize_kharif,vegetative,sandy,141.1,90.8,118.7,high,high,high,30.3,28.9,7.6,Urea,15.0,114.0,Top dress at 20-30 DAS; broadcast and irrigate,Knee high stage N
sunflower_rabi,pre_sowing,black_cotton,198.4,101.2,96.8,high,high,medium,72.2,18.2,6.8,DAP + MOP,18.0,122.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
sunflower_kharif,flowering,laterite,45.4,54.7,162.6,medium,medium,high,73.9,27.8,7.0,Boron Spray,5.0,35.0,Apply at flower bud initiation; avoid leaf contact,Prevent hollow stem
urad,flowering,alluvial,115.4,86.4,38.9,high,high,low,60.4,12.6,2.0,MOP,10.0,20.0,Apply at flower bud initiation; avoid leaf contact,Pod development
rice,flowering,black_cotton,257.9,82.2,171.4,high,high,high,66.4,16.9,4.1,Urea + MOP,6.0,24.6,Apply at flower bud initiation; avoid leaf contact,Panicle initiation
moong_rabi,germination,alluvial,209.6,104.7,102.5,high,high,high,25.0,33.2,0.8,Rhizobium Biofert,5.0,4.0,Apply at sowing time or within first 7 DAS,Seed treatment
rice,germination,laterite,71.3,106.5,132.2,medium,high,high,45.0,12.5,4.8,Urea,18.0,86.4,Apply at sowing time or within first 7 DAS,7-10 DAS
watermelon,pre_sowing,alluvial,236.2,50.7,90.6,high,medium,medium,61.6,26.5,7.4,DAP + MOP,30.0,222.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
cucumber,vegetative,laterite,61.9,40.6,103.7,medium,low,high,53.9,34.3,6.8,Urea,15.0,102.0,Top dress at 20-30 DAS; broadcast and irrigate,Growth boost
jowar_rabi,flowering,alluvial,147.3,118.1,102.1,high,high,high,60.4,13.3,8.1,Urea,7.2,58.3,Apply at flower bud initiation; avoid leaf contact,Light booster
jowar_kharif,vegetative,alluvial,211.4,115.1,39.8,high,high,low,44.4,13.7,6.4,Urea,12.0,76.8,Top dress at 20-30 DAS; broadcast and irrigate,Top dress after 3-4 weeks
jowar_rabi,vegetative,black_cotton,100.7,82.6,168.9,high,high,high,68.0,25.6,7.6,Urea,12.0,91.2,Top dress at 20-30 DAS; broadcast and irrigate,Split N top dress
safflower,flowering,laterite,13.8,113.0,67.1,low,high,medium,32.8,18.6,2.3,Urea,13.0,29.9,Apply at flower bud initiation; avoid leaf contact,Capitulum stage
groundnut,germination,laterite,270.4,74.0,81.1,high,medium,medium,73.8,35.5,1.0,Rhizobium Biofert,5.0,5.0,Apply at sowing time or within first 7 DAS,Seed inoculation
wheat,flowering,laterite,83.3,22.3,45.8,medium,low,low,74.4,36.2,6.3,Urea,10.0,63.0,Apply at flower bud initiation; avoid leaf contact,Grain initiation
jowar_kharif,flowering,alluvial,245.5,60.5,178.9,high,medium,high,21.5,17.8,6.0,Urea,9.0,54.0,Apply at flower bud initiation; avoid leaf contact,Second top dress
cucumber,pre_sowing,black_cotton,173.7,68.0,150.1,high,medium,high,41.3,23.8,7.0,DAP + MOP,12.5,87.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
maize_kharif,flowering,black_cotton,215.7,104.4,114.6,high,high,high,36.7,26.5,8.6,Urea,12.0,103.2,Apply at flower bud initiation; avoid leaf contact,Tasselling stage
moong_kharif,flowering,laterite,236.1,99.7,191.7,high,high,high,61.0,25.3,2.1,MOP,4.0,8.4,Apply at flower bud initiation; avoid leaf contact,Pod fill
wheat,vegetative,black_cotton,118.9,67.0,168.7,high,medium,high,26.6,19.5,8.8,Urea,12.0,105.6,Top dress at 20-30 DAS; broadcast and irrigate,Tillering
tur_arhar,pre_sowing,sandy,64.1,27.0,103.0,medium,low,high,42.9,15.5,1.1,SSP + MOP,13.2,14.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N; P+K basal
jowar_rabi,flowering,black_cotton,238.8,75.4,147.1,high,medium,high,24.3,20.1,5.3,Urea,7.2,38.2,Apply at flower bud initiation; avoid leaf contact,Light booster
soybean,flowering,sandy,247.6,84.8,86.5,high,high,medium,75.7,35.3,3.4,MOP,10.0,34.0,Apply at flower bud initiation; avoid leaf contact,K boost for pod setting
sesame,vegetative,red,229.4,81.0,92.2,high,high,medium,40.9,16.5,8.6,Urea,7.2,61.9,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
onion,harvest,red,190.4,95.3,78.6,high,high,medium,23.8,32.9,7.4,NO FERTILIZER,0.0,0.0,Do not apply; withholding period required,Stop 3 weeks before harvest
rice,vegetative,black_cotton,15.8,95.2,84.0,low,high,medium,33.5,13.3,4.6,Urea,28.6,131.6,Top dress at 20-30 DAS; broadcast and irrigate,25-30 DAS tillering
turmeric,vegetative,red,272.2,104.5,73.6,high,high,medium,33.1,13.0,9.1,Urea + MOP,18.0,163.8,Top dress at 20-30 DAS; broadcast and irrigate,Rhizome development
orange,grain_fill,black_cotton,201.6,33.7,41.6,high,low,low,74.6,21.4,7.4,MOP + Micronutrient,25.0,185.0,Foliar spray or side dress during grain/fruit development,Fruit color + quality
moong_kharif,pre_sowing,sandy,257.3,114.5,117.8,high,high,high,62.0,12.5,3.1,SSP + MOP,5.4,16.7,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N legume
cotton,vegetative,sandy,238.4,48.7,102.4,high,medium,high,42.4,13.9,3.2,Urea + MOP,10.5,33.6,Top dress at 20-30 DAS; broadcast and irrigate,Square formation
turmeric,pre_sowing,sandy,170.3,65.7,153.0,high,medium,high,48.5,22.1,3.9,DAP + MOP,20.0,78.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",High K demand
orange,grain_fill,laterite,14.9,102.2,109.7,low,high,high,68.1,37.9,4.4,MOP + Micronutrient,10.0,44.0,Foliar spray or side dress during grain/fruit development,Fruit color + quality
bajra,flowering,red,202.5,39.8,84.3,high,low,medium,69.2,15.7,0.8,Urea,6.0,4.8,Apply at flower bud initiation; avoid leaf contact,Booster dose
cotton,grain_fill,alluvial,215.5,23.2,60.0,high,low,medium,57.6,19.7,5.0,MOP,15.0,75.0,Foliar spray or side dress during grain/fruit development,Fibre quality
onion,harvest,black_cotton,252.4,29.4,136.7,high,low,high,22.1,31.4,7.2,NO FERTILIZER,0.0,0.0,Do not apply; withholding period required,Stop 3 weeks before harvest
jowar_rabi,vegetative,sandy,132.8,35.5,109.6,high,low,high,73.2,26.9,3.0,Urea,12.0,36.0,Top dress at 20-30 DAS; broadcast and irrigate,Split N top dress
maize_kharif,flowering,sandy,73.9,75.3,75.1,medium,medium,medium,66.5,15.8,7.1,Urea,20.0,142.0,Apply at flower bud initiation; avoid leaf contact,Tasselling stage
groundnut,germination,alluvial,60.0,24.5,162.0,medium,low,high,26.8,18.5,6.7,Rhizobium Biofert,5.0,33.5,Apply at sowing time or within first 7 DAS,Seed inoculation
cucumber,pre_sowing,alluvial,29.7,93.9,109.7,low,high,high,71.5,30.0,8.0,DAP + MOP,7.5,60.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
tur_arhar,germination,red,44.9,75.8,109.5,medium,medium,high,37.2,22.0,7.1,Rhizobium Biofert,5.0,35.5,Apply at sowing time or within first 7 DAS,Seed treatment
chickpea,germination,red,73.8,63.6,146.5,medium,medium,high,45.2,18.5,4.3,Rhizobium Biofert,5.0,21.5,Apply at sowing time or within first 7 DAS,Seed inoculation
pomegranate,grain_fill,black_cotton,256.2,93.3,41.6,high,high,low,45.4,36.6,2.2,MOP + Calcium,31.2,68.6,Foliar spray or side dress during grain/fruit development,Fruit development
sunflower_rabi,vegetative,laterite,187.9,59.6,173.6,high,medium,high,59.0,24.9,6.6,Urea,10.8,71.3,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
safflower,vegetative,black_cotton,108.8,40.7,86.9,high,low,medium,53.8,24.7,7.1,Urea,9.0,63.9,Top dress at 20-30 DAS; broadcast and irrigate,Rosette stage
moong_rabi,germination,sandy,54.8,21.2,194.1,medium,low,high,45.3,20.1,9.1,Rhizobium Biofert,5.0,45.5,Apply at sowing time or within first 7 DAS,Seed treatment
chickpea,flowering,laterite,43.8,47.8,66.3,medium,medium,medium,76.6,35.4,7.1,MOP,8.0,56.8,Apply at flower bud initiation; avoid leaf contact,Foliar K for pod fill
rice,grain_fill,black_cotton,16.0,58.7,99.2,low,medium,medium,42.3,21.8,7.2,MOP,12.0,86.4,Foliar spray or side dress during grain/fruit development,Grain filling stage
mustard,vegetative,laterite,160.6,62.5,85.3,high,medium,medium,76.0,14.1,0.9,Urea,10.8,9.7,Top dress at 20-30 DAS; broadcast and irrigate,Top dress at 20 DAS
watermelon,vegetative,black_cotton,263.7,107.0,21.0,high,high,low,44.0,19.6,4.7,Urea,9.0,42.3,Top dress at 20-30 DAS; broadcast and irrigate,Vine growth
urad,pre_sowing,laterite,151.3,48.5,63.4,high,medium,medium,49.4,21.5,9.8,SSP + MOP,18.0,176.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P+K
groundnut,germination,black_cotton,56.2,88.4,95.4,medium,high,medium,76.2,28.4,1.5,Rhizobium Biofert,5.0,7.5,Apply at sowing time or within first 7 DAS,Seed inoculation
sunflower_rabi,vegetative,sandy,229.1,84.7,61.9,high,high,medium,58.9,25.2,1.0,Urea,10.8,10.8,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
wheat,vegetative,red,222.7,91.4,142.1,high,high,high,54.8,25.9,7.6,Urea,12.0,91.2,Top dress at 20-30 DAS; broadcast and irrigate,Tillering
tomato,pre_sowing,alluvial,38.9,82.0,165.9,low,high,high,73.4,29.0,0.8,DAP + MOP,12.0,9.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
banana,grain_fill,black_cotton,21.6,116.0,130.0,low,high,high,53.9,22.8,5.1,MOP,20.0,102.0,Foliar spray or side dress during grain/fruit development,Bunch filling
soybean,pre_sowing,red,72.2,77.5,103.7,medium,medium,high,67.8,23.5,6.2,SSP + MOP,12.5,77.5,"Apply 7 days before sowing, mix into topsoil 10-15cm","Basal: 0 N, 50 P2O5, 40 K2O kg/ha via SSP+MOP"
moong_kharif,pre_sowing,black_cotton,11.9,56.5,134.8,low,medium,high,28.1,37.1,1.4,SSP + MOP,9.0,12.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N legume
moong_kharif,germination,black_cotton,173.0,41.8,102.0,high,low,high,39.9,21.0,6.5,Rhizobium Biofert,5.0,32.5,Apply at sowing time or within first 7 DAS,Seed treatment
tur_arhar,pre_sowing,sandy,102.9,25.9,74.7,high,low,medium,65.7,22.7,9.6,SSP + MOP,26.4,253.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N; P+K basal
banana,vegetative,laterite,50.1,89.7,25.5,medium,high,low,23.2,13.2,2.9,Urea + MOP,62.5,181.2,Top dress at 20-30 DAS; broadcast and irrigate,Sword sucker stage
chilli,flowering,black_cotton,100.5,105.3,115.7,high,high,high,51.8,24.6,9.6,19:19:19 NPK,4.5,43.2,Apply at flower bud initiation; avoid leaf contact,Fruit set
jowar_rabi,pre_sowing,sandy,276.7,77.5,128.6,high,medium,high,32.0,19.3,2.0,DAP + MOP,15.0,30.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P and K basal
sunflower_rabi,flowering,black_cotton,92.7,57.6,178.6,high,medium,high,31.6,28.2,0.8,Boron Spray,5.0,4.0,Apply at flower bud initiation; avoid leaf contact,Pollination support
mustard,flowering,sandy,263.6,20.9,148.8,high,low,high,34.4,35.0,8.5,Urea,6.0,51.0,Apply at flower bud initiation; avoid leaf contact,Booster
linseed,pre_sowing,red,129.4,41.5,22.4,high,low,low,69.7,35.6,5.3,DAP + MOP,30.0,159.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
jowar_kharif,vegetative,alluvial,17.4,26.0,109.2,low,low,high,77.0,32.5,3.2,Urea,26.0,83.2,Top dress at 20-30 DAS; broadcast and irrigate,Top dress after 3-4 weeks
soybean,pre_sowing,laterite,29.3,74.0,162.4,low,medium,high,45.2,15.6,5.6,SSP + MOP,12.5,70.0,"Apply 7 days before sowing, mix into topsoil 10-15cm","Basal: 0 N, 50 P2O5, 40 K2O kg/ha via SSP+MOP"
groundnut,germination,alluvial,190.1,104.4,36.8,high,high,low,32.5,29.0,7.5,Rhizobium Biofert,5.0,37.5,Apply at sowing time or within first 7 DAS,Seed inoculation
sunflower_rabi,pre_sowing,laterite,170.5,111.4,177.3,high,high,high,60.3,37.9,7.6,DAP + MOP,9.0,68.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
wheat,germination,sandy,110.4,32.8,186.8,high,low,high,39.7,28.9,9.3,Urea,12.0,111.6,Apply at sowing time or within first 7 DAS,CRI stage
maize_kharif,flowering,black_cotton,265.8,99.0,77.5,high,high,medium,77.3,13.4,1.8,Urea,12.0,21.6,Apply at flower bud initiation; avoid leaf contact,Tasselling stage
urad,germination,sandy,162.9,96.7,103.2,high,high,high,72.1,36.3,0.6,Rhizobium Biofert,5.0,3.0,Apply at sowing time or within first 7 DAS,Seed inoculation
sesame,pre_sowing,sandy,67.1,42.6,85.6,medium,low,medium,68.5,37.2,7.1,DAP,21.6,153.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Light feeder
moong_kharif,germination,sandy,27.6,20.4,117.1,low,low,high,45.2,34.4,7.2,Rhizobium Biofert,5.0,36.0,Apply at sowing time or within first 7 DAS,Seed treatment
maize_kharif,grain_fill,black_cotton,143.1,31.8,59.1,high,low,medium,58.8,28.4,4.6,MOP,10.0,46.0,Foliar spray or side dress during grain/fruit development,Cob development
banana,grain_fill,alluvial,64.3,30.7,24.1,medium,low,low,72.5,37.3,9.6,MOP,50.0,480.0,Foliar spray or side dress during grain/fruit development,Bunch filling
tur_arhar,germination,black_cotton,198.2,30.0,172.8,high,low,high,41.5,27.5,9.0,Rhizobium Biofert,5.0,45.0,Apply at sowing time or within first 7 DAS,Seed treatment
sesame,pre_sowing,black_cotton,152.7,98.4,121.6,high,high,high,40.3,36.2,8.4,DAP,10.8,90.7,"Apply 7 days before sowing, mix into topsoil 10-15cm",Light feeder
safflower,vegetative,black_cotton,234.4,51.4,136.1,high,medium,high,26.8,29.7,1.3,Urea,9.0,11.7,Top dress at 20-30 DAS; broadcast and irrigate,Rosette stage
chickpea,germination,sandy,262.4,92.6,36.7,high,high,low,42.4,34.0,1.5,Rhizobium Biofert,5.0,7.5,Apply at sowing time or within first 7 DAS,Seed inoculation
linseed,vegetative,alluvial,171.9,54.7,140.3,high,medium,high,45.8,37.2,3.8,Urea,7.2,27.4,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
linseed,vegetative,red,196.3,72.2,186.0,high,medium,high,37.4,27.2,5.2,Urea,7.2,37.4,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
safflower,pre_sowing,red,64.1,54.6,56.2,medium,medium,medium,32.5,18.8,1.5,DAP + MOP,25.0,37.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
chickpea,germination,alluvial,137.2,98.0,69.2,high,high,medium,43.4,19.8,1.1,Rhizobium Biofert,5.0,5.5,Apply at sowing time or within first 7 DAS,Seed inoculation
cotton,grain_fill,black_cotton,32.3,35.0,21.9,low,low,low,71.8,22.6,9.0,MOP,18.8,169.2,Foliar spray or side dress during grain/fruit development,Fibre quality
orange,grain_fill,sandy,68.5,93.9,83.5,medium,high,medium,38.0,27.3,2.6,MOP + Micronutrient,20.0,52.0,Foliar spray or side dress during grain/fruit development,Fruit color + quality
rabi_maize,pre_sowing,laterite,199.3,27.7,93.6,high,low,medium,21.3,25.6,4.8,DAP + MOP,42.0,201.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif maize
